"תנ""ך/תורה/ספר בראשית/פרק ג/פסוק יד",ויאמר יהוה אלהים  אל הנחש כי עשית זאת ארור אתה מכל הבהמה ומכל חית השדה *על *גחנך תלך ועפר תאכל כל ימי חייך
"תנ""ך/תורה/ספר בראשית/פרק ד/פסוק יד",הן גרשת אתי היום *מעל* פני האדמה ומפניך אסתר והייתי נע ונד בארץ והיה כל מצאי יהרגני
"תנ""ך/תורה/ספר בראשית/פרק ו/פסוק א",ויהי כי החל האדם לרב *על *פני האדמה ובנות ילדו להם
"תנ""ך/תורה/ספר בראשית/פרק ו/פסוק ז",ויאמר יהוה אמחה את האדם אשר בראתי *מעל* פני האדמה מאדם עד בהמה עד רמש ועד עוף השמים כי נחמתי כי עשיתם
"תנ""ך/תורה/ספר בראשית/פרק ו/פסוק יב",וירא אלהים את הארץ והנה נשחתה כי השחית כל בשר את דרכו *על *הארץ
"תנ""ך/תורה/ספר בראשית/פרק ו/פסוק יז",ואני הנני מביא את המבול מים *על *הארץ לשחת כל בשר אשר בו רוח חיים מתחת השמים כל אשר בארץ יגוע
"תנ""ך/תורה/ספר בראשית/פרק ז/פסוק ג",גם מעוף השמים שבעה שבעה זכר ונקבה לחיות זרע *על *פני כל הארץ
"תנ""ך/תורה/ספר בראשית/פרק ז/פסוק ד",כי לימים עוד שבעה אנכי ממטיר *על *הארץ ארבעים יום וארבעים לילה ומחיתי את כל היקום אשר עשיתי *מעל* פני האדמה
"תנ""ך/תורה/ספר בראשית/פרק ז/פסוק ו",ונח בן שש מאות שנה והמבול היה מים *על *הארץ
"תנ""ך/תורה/ספר בראשית/פרק ז/פסוק ח",מן הבהמה הטהורה ומן הבהמה אשר איננה טהרה ומן העוף וכל אשר רמש *על *האדמה
"תנ""ך/תורה/ספר בראשית/פרק ז/פסוק י",ויהי לשבעת הימים ומי המבול היו *על *הארץ
"תנ""ך/תורה/ספר בראשית/פרק ז/פסוק יב",ויהי הגשם *על *הארץ ארבעים יום וארבעים לילה
"תנ""ך/תורה/ספר בראשית/פרק ז/פסוק יד",המה וכל החיה למינה וכל הבהמה למינה וכל הרמש הרמש *על *הארץ למינהו וכל העוף למינהו כל צפור כל כנף
"תנ""ך/תורה/ספר בראשית/פרק ז/פסוק יז",ויהי המבול ארבעים יום *על *הארץ וירבו המים וישאו את התבה ותרם *מעל* הארץ
"תנ""ך/תורה/ספר בראשית/פרק ז/פסוק יח",ויגברו המים וירבו מאד *על *הארץ ותלך התבה *על *פני המים
"תנ""ך/תורה/ספר בראשית/פרק ז/פסוק יט",והמים גברו מאד מאד *על *הארץ ויכסו כל ההרים הגבהים אשר תחת כל השמים
"תנ""ך/תורה/ספר בראשית/פרק ז/פסוק כא",ויגוע כל בשר  הרמש *על *הארץ בעוף ובבהמה ובחיה ובכל השרץ השרץ *על *הארץ וכל האדם
"תנ""ך/תורה/ספר בראשית/פרק ז/פסוק כג",וימח את כל היקום  אשר  *על *פני האדמה מאדם עד בהמה עד רמש ועד עוף השמים וימחו מן הארץ וישאר אך נח ואשר אתו בתבה
"תנ""ך/תורה/ספר בראשית/פרק ז/פסוק כד",ויגברו המים *על *הארץ חמשים ומאת יום
"תנ""ך/תורה/ספר בראשית/פרק ח/פסוק א",ויזכר אלהים את נח ואת כל החיה ואת כל הבהמה אשר אתו בתבה ויעבר אלהים רוח *על *הארץ וישכו המים
"תנ""ך/תורה/ספר בראשית/פרק ח/פסוק ג",וישבו המים *מעל* הארץ הלוך ושוב ויחסרו המים מקצה חמשים ומאת יום
"תנ""ך/תורה/ספר בראשית/פרק ח/פסוק ד",ותנח התבה בחדש השביעי בשבעה עשר יום לחדש *על* הרי אררט
"תנ""ך/תורה/ספר בראשית/פרק ח/פסוק ז",וישלח את הערב ויצא יצוא ושוב עד יבשת המים *מעל* הארץ
"תנ""ך/תורה/ספר בראשית/פרק ח/פסוק ח",וישלח את היונה מאתו לראות הקלו המים *מעל* פני האדמה
"תנ""ך/תורה/ספר בראשית/פרק ח/פסוק ט",ולא מצאה היונה מנוח לכף רגלה ותשב אליו אל התבה כי מים *על *פני כל הארץ וישלח ידו ויקחה ויבא אתה אליו אל התבה
"תנ""ך/תורה/ספר בראשית/פרק ח/פסוק יא",ותבא אליו היונה לעת ערב והנה עלה זית טרף בפיה וידע נח כי קלו המים *מעל* הארץ
"תנ""ך/תורה/ספר בראשית/פרק ח/פסוק יג",ויהי באחת ושש מאות שנה בראשון באחד לחדש חרבו המים *מעל* הארץ ויסר נח את מכסה התבה וירא והנה חרבו פני האדמה
"תנ""ך/תורה/ספר בראשית/פרק ח/פסוק יז",כל החיה אשר אתך מכל בשר בעוף ובבהמה ובכל הרמש הרמש *על *הארץ (הוצא) [היצא] אתך ושרצו בארץ ופרו ורבו *על *הארץ
"תנ""ך/תורה/ספר בראשית/פרק ח/פסוק יט",כל החיה כל הרמש וכל העוף כל רומש *על *הארץ למשפחתיהם יצאו מן התבה
"תנ""ך/תורה/ספר בראשית/פרק ט/פסוק ב",ומוראכם וחתכם יהיה *על* כל חית הארץ *ועל* כל עוף השמים בכל אשר תרמש האדמה ובכל דגי הים בידכם נתנו
"תנ""ך/תורה/ספר בראשית/פרק ט/פסוק יד",והיה בענני ענן *על *הארץ ונראתה הקשת בענן
"תנ""ך/תורה/ספר בראשית/פרק ט/פסוק טז",והיתה הקשת בענן וראיתיה לזכר ברית עולם בין אלהים ובין כל נפש חיה בכל בשר אשר *על *הארץ
"תנ""ך/תורה/ספר בראשית/פרק ט/פסוק יז",ויאמר אלהים אל נח זאת אות הברית אשר הקמתי ביני ובין כל בשר אשר *על *הארץ
"תנ""ך/תורה/ספר בראשית/פרק ט/פסוק כג",ויקח שם ויפת את השמלה וישימו *על *שכם שניהם וילכו אחרנית ויכסו את ערות אביהם ופניהם אחרנית וערות אביהם לא ראו
"תנ""ך/תורה/ספר בראשית/פרק י/פסוק ט",הוא היה גבר ציד לפני יהוה *על *כן יאמר כנמרד גבור ציד לפני יהוה
"תנ""ך/תורה/ספר בראשית/פרק יא/פסוק ד",ויאמרו הבה  נבנה לנו עיר ומגדל וראשו בשמים ונעשה לנו שם פן נפוץ *על *פני כל הארץ
"תנ""ך/תורה/ספר בראשית/פרק יא/פסוק ח",ויפץ יהוה אתם משם *על *פני כל הארץ ויחדלו לבנת העיר
"תנ""ך/תורה/ספר בראשית/פרק יא/פסוק ט",*על *כן קרא שמה בבל כי שם בלל יהוה שפת כל הארץ ומשם הפיצם יהוה *על *פני כל הארץ
"תנ""ך/תורה/ספר בראשית/פרק יא/פסוק כח",וימת הרן *על *פני תרח אביו בארץ מולדתו באור כשדים
"תנ""ך/תורה/ספר בראשית/פרק יב/פסוק יז",וינגע יהוה  את פרעה נגעים גדלים ואת ביתו *על *דבר שרי אשת אברם
"תנ""ך/תורה/ספר בראשית/פרק יב/פסוק כ",ויצו *עליו* פרעה אנשים וישלחו אתו ואת אשתו ואת כל אשר לו
"תנ""ך/תורה/ספר בראשית/פרק יג/פסוק ט",הלא כל הארץ לפניך הפרד נא *מעלי* אם השמאל ואימנה ואם הימין ואשמאילה
"תנ""ך/תורה/ספר בראשית/פרק יג/פסוק יא",ויבחר לו לוט את כל ככר הירדן ויסע לוט מקדם ויפרדו איש *מעל* אחיו
"תנ""ך/תורה/ספר בראשית/פרק יד/פסוק ו",ואת החרי בהררם שעיר עד איל פארן אשר *על *המדבר
"תנ""ך/תורה/ספר בראשית/פרק יד/פסוק טו",ויחלק *עליהם*  לילה הוא ועבדיו ויכם וירדפם עד חובה אשר משמאל לדמשק
"תנ""ך/תורה/ספר בראשית/פרק טו/פסוק יא",וירד העיט *על *הפגרים וישב אתם אברם
"תנ""ך/תורה/ספר בראשית/פרק טו/פסוק יב",ויהי השמש לבוא ותרדמה נפלה *על *אברם והנה אימה חשכה גדלה נפלת *עליו*
"תנ""ך/תורה/ספר בראשית/פרק טז/פסוק ה",ותאמר שרי אל אברם חמסי *עליך* אנכי נתתי שפחתי בחיקך ותרא כי הרתה ואקל בעיניה ישפט יהוה ביני וביניך
"תנ""ך/תורה/ספר בראשית/פרק טז/פסוק ז",וימצאה מלאך יהוה *על *עין המים במדבר *על *העין בדרך שור
"תנ""ך/תורה/ספר בראשית/פרק טז/פסוק יב",והוא יהיה פרא אדם ידו בכל ויד כל בו *ועל *פני כל אחיו ישכן
"תנ""ך/תורה/ספר בראשית/פרק טז/פסוק יד",*על *כן קרא לבאר באר לחי ראי הנה בין קדש ובין ברד
"תנ""ך/תורה/ספר בראשית/פרק יז/פסוק ג",ויפל אברם *על *פניו וידבר אתו אלהים לאמר
"תנ""ך/תורה/ספר בראשית/פרק יז/פסוק יז",ויפל אברהם *על *פניו ויצחק ויאמר בלבו הלבן מאה שנה יולד ואם שרה הבת תשעים שנה תלד
"תנ""ך/תורה/ספר בראשית/פרק יז/פסוק כב",ויכל לדבר אתו ויעל אלהים *מעל* אברהם
"תנ""ך/תורה/ספר בראשית/פרק יח/פסוק ב",וישא עיניו וירא והנה שלשה אנשים נצבים *עליו* וירא וירץ לקראתם מפתח האהל וישתחו ארצה
"תנ""ך/תורה/ספר בראשית/פרק יח/פסוק ג",ויאמר אדני אם נא מצאתי חן בעיניך אל נא תעבר *מעל* עבדך
"תנ""ך/תורה/ספר בראשית/פרק יח/פסוק ה",ואקחה פת לחם וסעדו לבכם אחר תעברו כי *על *כן עברתם *על *עבדכם ויאמרו כן תעשה כאשר דברת
"תנ""ך/תורה/ספר בראשית/פרק יח/פסוק ח",ויקח חמאה וחלב ובן הבקר אשר עשה ויתן לפניהם והוא עמד *עליהם* תחת העץ ויאכלו
"תנ""ך/תורה/ספר בראשית/פרק יח/פסוק טז",ויקמו משם האנשים וישקפו *על *פני סדם ואברהם הלך עמם לשלחם
"תנ""ך/תורה/ספר בראשית/פרק יח/פסוק יט",כי ידעתיו למען אשר יצוה את בניו ואת ביתו אחריו ושמרו דרך יהוה לעשות צדקה ומשפט למען הביא יהוה *על *אברהם את אשר דבר *עליו*
"תנ""ך/תורה/ספר בראשית/פרק יט/פסוק ד",טרם ישכבו ואנשי העיר אנשי סדם נסבו *על *הבית מנער ועד זקן כל העם מקצה
"תנ""ך/תורה/ספר בראשית/פרק יט/פסוק ח",הנה נא לי שתי בנות אשר לא ידעו איש אוציאה נא אתהן אליכם ועשו להן כטוב בעיניכם רק לאנשים האל אל תעשו דבר כי *על *כן באו בצל קרתי
"תנ""ך/תורה/ספר בראשית/פרק יט/פסוק טז",ויתמהמה  ויחזקו האנשים בידו וביד אשתו וביד שתי בנתיו בחמלת יהוה *עליו* ויצאהו וינחהו מחוץ לעיר
"תנ""ך/תורה/ספר בראשית/פרק יט/פסוק יז",ויהי כהוציאם אתם החוצה ויאמר המלט *על *נפשך אל תביט אחריך ואל תעמד בכל הככר ההרה המלט פן תספה
"תנ""ך/תורה/ספר בראשית/פרק יט/פסוק כב",מהר המלט שמה כי לא אוכל לעשות דבר עד באך שמה *על *כן קרא שם העיר צוער
"תנ""ך/תורה/ספר בראשית/פרק יט/פסוק כג",השמש יצא *על *הארץ ולוט בא צערה
"תנ""ך/תורה/ספר בראשית/פרק יט/פסוק כד",ויהוה המטיר *על *סדם *ועל *עמרה גפרית ואש מאת יהוה מן השמים
"תנ""ך/תורה/ספר בראשית/פרק יט/פסוק כח",וישקף *על *פני סדם ועמרה *ועל *כל פני ארץ הככר וירא והנה עלה קיטר הארץ כקיטר הכבשן
"תנ""ך/תורה/ספר בראשית/פרק יט/פסוק לא",ותאמר הבכירה אל הצעירה אבינו זקן ואיש אין בארץ לבוא *עלינו* כדרך כל הארץ
"תנ""ך/תורה/ספר בראשית/פרק כ/פסוק ג",ויבא אלהים אל אבימלך בחלום הלילה ויאמר לו הנך מת *על *האשה אשר לקחת והוא בעלת בעל
"תנ""ך/תורה/ספר בראשית/פרק כ/פסוק ו",ויאמר אליו האלהים בחלם גם אנכי ידעתי כי בתם לבבך עשית זאת ואחשך גם אנכי אותך מחטו לי *על *כן לא נתתיך לנגע אליה
"תנ""ך/תורה/ספר בראשית/פרק כ/פסוק ט",ויקרא אבימלך לאברהם ויאמר לו מה עשית לנו ומה חטאתי לך כי הבאת *עלי* *ועל *ממלכתי חטאה גדלה מעשים אשר לא יעשו עשית עמדי
"תנ""ך/תורה/ספר בראשית/פרק כ/פסוק יא",ויאמר אברהם כי אמרתי רק אין יראת אלהים במקום הזה והרגוני *על *דבר אשתי
"תנ""ך/תורה/ספר בראשית/פרק כ/פסוק יח",כי עצר עצר יהוה בעד כל רחם לבית אבימלך *על *דבר שרה אשת אברהם
"תנ""ך/תורה/ספר בראשית/פרק כא/פסוק יא",וירע הדבר מאד בעיני אברהם *על* אודת בנו
"תנ""ך/תורה/ספר בראשית/פרק כא/פסוק יב",ויאמר אלהים אל אברהם אל ירע בעיניך *על *הנער *ועל *אמתך כל אשר תאמר אליך שרה שמע בקלה כי ביצחק יקרא לך זרע
"תנ""ך/תורה/ספר בראשית/פרק כא/פסוק יד",וישכם אברהם  בבקר ויקח לחם וחמת מים ויתן אל הגר שם *על *שכמה ואת הילד וישלחה ותלך ותתע במדבר באר שבע
"תנ""ך/תורה/ספר בראשית/פרק כא/פסוק כה",והוכח אברהם את אבימלך *על *אדות באר המים אשר גזלו עבדי אבימלך
"תנ""ך/תורה/ספר בראשית/פרק כא/פסוק לא",*על *כן קרא למקום ההוא באר שבע כי שם נשבעו שניהם
"תנ""ך/תורה/ספר בראשית/פרק כב/פסוק ב",ויאמר קח נא את בנך את יחידך אשר אהבת את יצחק ולך לך אל ארץ המריה והעלהו שם לעלה *על* אחד ההרים אשר אמר אליך
"תנ""ך/תורה/ספר בראשית/פרק כב/פסוק ו",ויקח אברהם את עצי העלה וישם *על *יצחק בנו ויקח בידו את האש ואת המאכלת וילכו שניהם יחדו
"תנ""ך/תורה/ספר בראשית/פרק כב/פסוק ט",ויבאו אל המקום אשר אמר לו האלהים ויבן שם אברהם את המזבח ויערך את העצים ויעקד את יצחק בנו וישם אתו *על *המזבח ממעל לעצים
"תנ""ך/תורה/ספר בראשית/פרק כב/פסוק יז",כי ברך אברכך והרבה ארבה את זרעך ככוכבי השמים וכחול אשר *על *שפת הים וירש זרעך את שער איביו
"תנ""ך/תורה/ספר בראשית/פרק כג/פסוק ג",ויקם אברהם *מעל* פני מתו וידבר אל בני חת לאמר
"תנ""ך/תורה/ספר בראשית/פרק כג/פסוק יט",ואחרי כן קבר אברהם את שרה אשתו אל מערת שדה המכפלה *על *פני ממרא הוא חברון בארץ כנען
"תנ""ך/תורה/ספר בראשית/פרק כד/פסוק ט",וישם העבד את ידו תחת ירך אברהם אדניו וישבע לו *על *הדבר הזה
"תנ""ך/תורה/ספר בראשית/פרק כד/פסוק יג",הנה אנכי נצב *על *עין המים ובנות אנשי העיר יצאת לשאב מים
"תנ""ך/תורה/ספר בראשית/פרק כד/פסוק טו",ויהי הוא טרם כלה לדבר והנה רבקה יצאת אשר ילדה לבתואל בן מלכה אשת נחור אחי אברהם וכדה *על *שכמה
"תנ""ך/תורה/ספר בראשית/פרק כד/פסוק יח",ותאמר שתה אדני ותמהר ותרד כדה *על *ידה ותשקהו
"תנ""ך/תורה/ספר בראשית/פרק כד/פסוק כב",ויהי כאשר כלו הגמלים לשתות ויקח האיש נזם זהב בקע משקלו ושני צמידים *על *ידיה עשרה זהב משקלם
"תנ""ך/תורה/ספר בראשית/פרק כד/פסוק ל",ויהי  כראת את הנזם ואת הצמדים *על *ידי אחתו וכשמעו את דברי רבקה אחתו לאמר כה דבר אלי האיש ויבא אל האיש והנה עמד *על *הגמלים *על *העין
"תנ""ך/תורה/ספר בראשית/פרק כד/פסוק מב",ואבא היום אל העין ואמר יהוה אלהי אדני אברהם אם ישך נא מצליח דרכי אשר אנכי הלך *עליה*
"תנ""ך/תורה/ספר בראשית/פרק כד/פסוק מג",הנה אנכי נצב *על *עין המים והיה העלמה היצאת לשאב ואמרתי אליה השקיני נא מעט מים מכדך
"תנ""ך/תורה/ספר בראשית/פרק כד/פסוק מה",אני טרם אכלה לדבר אל לבי והנה רבקה יצאת וכדה *על *שכמה ותרד העינה ותשאב ואמר אליה השקיני נא
"תנ""ך/תורה/ספר בראשית/פרק כד/פסוק מו",ותמהר ותורד כדה *מעליה* ותאמר שתה וגם גמליך אשקה ואשת וגם הגמלים השקתה
"תנ""ך/תורה/ספר בראשית/פרק כד/פסוק מז",ואשאל אתה ואמר בת מי את ותאמר בת בתואל בן נחור אשר ילדה לו מלכה ואשם הנזם *על *אפה והצמידים *על *ידיה
"תנ""ך/תורה/ספר בראשית/פרק כד/פסוק מט",ועתה אם ישכם עשים חסד ואמת את אדני הגידו לי ואם לא הגידו לי ואפנה *על *ימין או *על *שמאל
"תנ""ך/תורה/ספר בראשית/פרק כד/פסוק סא",ותקם רבקה ונערתיה ותרכבנה *על *הגמלים ותלכנה אחרי האיש ויקח העבד את רבקה וילך
"תנ""ך/תורה/ספר בראשית/פרק כד/פסוק סד",ותשא רבקה את עיניה ותרא את יצחק ותפל *מעל* הגמל
"תנ""ך/תורה/ספר בראשית/פרק כה/פסוק ו",ולבני הפילגשים אשר לאברהם נתן אברהם מתנת וישלחם *מעל* יצחק בנו בעודנו חי קדמה אל ארץ קדם
"תנ""ך/תורה/ספר בראשית/פרק כה/פסוק ט",ויקברו אתו יצחק וישמעאל בניו אל מערת המכפלה אל שדה עפרן בן צחר החתי אשר *על *פני ממרא
"תנ""ך/תורה/ספר בראשית/פרק כה/פסוק יח",וישכנו מחוילה עד שור אשר *על *פני מצרים באכה אשורה *על *פני כל אחיו נפל
"תנ""ך/תורה/ספר בראשית/פרק כה/פסוק ל",ויאמר עשו אל יעקב הלעיטני נא מן האדם האדם הזה כי עיף אנכי *על *כן קרא שמו אדום
"תנ""ך/תורה/ספר בראשית/פרק כו/פסוק ז",וישאלו אנשי המקום לאשתו ויאמר אחתי הוא כי ירא לאמר אשתי פן יהרגני אנשי המקום *על *רבקה כי טובת מראה היא
"תנ""ך/תורה/ספר בראשית/פרק כו/פסוק ט",ויקרא אבימלך ליצחק ויאמר אך הנה אשתך הוא ואיך אמרת אחתי הוא ויאמר אליו יצחק כי אמרתי פן אמות *עליה*
"תנ""ך/תורה/ספר בראשית/פרק כו/פסוק י",ויאמר אבימלך מה זאת עשית לנו כמעט שכב אחד העם את אשתך והבאת *עלינו* אשם
"תנ""ך/תורה/ספר בראשית/פרק כו/פסוק כא",ויחפרו באר אחרת ויריבו גם *עליה* ויקרא שמה שטנה
"תנ""ך/תורה/ספר בראשית/פרק כו/פסוק כב",ויעתק משם ויחפר באר אחרת ולא רבו *עליה* ויקרא שמה רחבות ויאמר כי עתה הרחיב יהוה לנו ופרינו בארץ
"תנ""ך/תורה/ספר בראשית/פרק כו/פסוק לב",ויהי  ביום ההוא ויבאו עבדי יצחק ויגדו לו *על *אדות הבאר אשר חפרו ויאמרו לו מצאנו מים
"תנ""ך/תורה/ספר בראשית/פרק כו/פסוק לג",ויקרא אתה שבעה *על *כן שם העיר באר שבע עד היום הזה
"תנ""ך/תורה/ספר בראשית/פרק כז/פסוק יב",אולי ימשני אבי והייתי בעיניו כמתעתע והבאתי *עלי* קללה ולא ברכה
"תנ""ך/תורה/ספר בראשית/פרק כז/פסוק יג",ותאמר לו אמו *עלי* קללתך בני אך שמע בקלי ולך קח לי
"תנ""ך/תורה/ספר בראשית/פרק כז/פסוק טז",ואת ערת גדיי העזים הלבישה *על *ידיו *ועל* חלקת צואריו
"תנ""ך/תורה/ספר בראשית/פרק כז/פסוק לט",ויען יצחק אביו ויאמר אליו הנה משמני הארץ יהיה מושבך ומטל השמים *מעל*
"תנ""ך/תורה/ספר בראשית/פרק כז/פסוק מ",*ועל *חרבך תחיה ואת אחיך תעבד והיה כאשר תריד ופרקת *עלו* *מעל* צוארך
"תנ""ך/תורה/ספר בראשית/פרק כז/פסוק מא",וישטם עשו את יעקב *על *הברכה אשר ברכו אביו ויאמר עשו בלבו יקרבו ימי אבל אבי ואהרגה את יעקב אחי
"תנ""ך/תורה/ספר בראשית/פרק כח/פסוק ו",וירא עשו כי ברך יצחק את יעקב ושלח אתו פדנה ארם לקחת לו משם אשה בברכו אתו ויצו *עליו* לאמר לא תקח אשה מבנות כנען
"תנ""ך/תורה/ספר בראשית/פרק כח/פסוק ט",וילך עשו אל ישמעאל ויקח את מחלת  בת ישמעאל בן אברהם אחות נביות *על *נשיו לו לאשה
"תנ""ך/תורה/ספר בראשית/פרק כח/פסוק יג",והנה יהוה נצב *עליו* ויאמר אני יהוה אלהי אברהם אביך ואלהי יצחק הארץ אשר אתה שכב *עליה* לך אתננה ולזרעך
"תנ""ך/תורה/ספר בראשית/פרק כח/פסוק יח",וישכם יעקב בבקר ויקח את האבן אשר שם מראשתיו וישם אתה מצבה ויצק שמן *על *ראשה
"תנ""ך/תורה/ספר בראשית/פרק כט/פסוק ב",וירא והנה באר בשדה והנה שם שלשה עדרי צאן רבצים *עליה* כי מן הבאר ההוא ישקו העדרים והאבן גדלה *על *פי הבאר
"תנ""ך/תורה/ספר בראשית/פרק כט/פסוק ג",ונאספו שמה כל העדרים וגללו את האבן *מעל* פי הבאר והשקו את הצאן והשיבו את האבן *על *פי הבאר למקמה
"תנ""ך/תורה/ספר בראשית/פרק כט/פסוק ח",ויאמרו לא נוכל עד אשר יאספו כל העדרים וגללו את האבן *מעל* פי הבאר והשקינו הצאן
"תנ""ך/תורה/ספר בראשית/פרק כט/פסוק י",ויהי כאשר ראה יעקב את רחל בת לבן אחי אמו ואת צאן לבן אחי אמו ויגש יעקב ויגל את האבן *מעל* פי הבאר וישק את צאן לבן אחי אמו
"תנ""ך/תורה/ספר בראשית/פרק כט/פסוק לד",ותהר עוד ותלד בן ותאמר עתה הפעם ילוה אישי אלי כי ילדתי לו שלשה בנים *על *כן קרא שמו לוי
"תנ""ך/תורה/ספר בראשית/פרק כט/פסוק לה",ותהר עוד ותלד בן ותאמר הפעם אודה את יהוה *על *כן קראה שמו יהודה ותעמד מלדת
"תנ""ך/תורה/ספר בראשית/פרק ל/פסוק ג",ותאמר הנה אמתי בלהה בא אליה ותלד *על *ברכי ואבנה גם אנכי ממנה
"תנ""ך/תורה/ספר בראשית/פרק ל/פסוק ו",ותאמר רחל דנני אלהים וגם שמע בקלי ויתן לי בן *על *כן קראה שמו דן
"תנ""ך/תורה/ספר בראשית/פרק ל/פסוק כח",ויאמר נקבה שכרך *עלי* ואתנה
"תנ""ך/תורה/ספר בראשית/פרק ל/פסוק לג",וענתה בי צדקתי ביום מחר כי תבוא *על *שכרי לפניך כל אשר איננו נקד וטלוא בעזים וחום בכשבים גנוב הוא אתי
"תנ""ך/תורה/ספר בראשית/פרק ל/פסוק לז",ויקח לו יעקב מקל לבנה לח ולוז וערמון ויפצל בהן פצלות לבנות מחשף הלבן אשר *על *המקלות
"תנ""ך/תורה/ספר בראשית/פרק ל/פסוק מ",והכשבים הפריד יעקב ויתן פני הצאן אל עקד וכל חום בצאן לבן וישת לו עדרים לבדו ולא שתם *על *צאן לבן
"תנ""ך/תורה/ספר בראשית/פרק לא/פסוק י",ויהי בעת יחם הצאן ואשא עיני וארא בחלום והנה העתדים העלים *על *הצאן עקדים נקדים וברדים
"תנ""ך/תורה/ספר בראשית/פרק לא/פסוק יב",ויאמר שא נא עיניך וראה כל העתדים העלים *על *הצאן עקדים נקדים וברדים כי ראיתי את כל אשר לבן עשה לך
"תנ""ך/תורה/ספר בראשית/פרק לא/פסוק יז",ויקם יעקב וישא את בניו ואת נשיו *על *הגמלים
"תנ""ך/תורה/ספר בראשית/פרק לא/פסוק כ",ויגנב יעקב את לב לבן הארמי *על *בלי הגיד לו כי ברח הוא
"תנ""ך/תורה/ספר בראשית/פרק לא/פסוק לד",ורחל לקחה את התרפים ותשמם בכר הגמל ותשב *עליהם* וימשש לבן את כל האהל ולא מצא
"תנ""ך/תורה/ספר בראשית/פרק לא/פסוק מו",ויאמר יעקב לאחיו לקטו אבנים ויקחו אבנים ויעשו גל ויאכלו שם *על *הגל
"תנ""ך/תורה/ספר בראשית/פרק לא/פסוק מח",ויאמר לבן הגל הזה עד ביני ובינך היום *על *כן קרא שמו גלעד
"תנ""ך/תורה/ספר בראשית/פרק לא/פסוק נ",אם תענה את בנתי ואם תקח נשים *על *בנתי אין איש עמנו ראה אלהים עד ביני ובינך
"תנ""ך/תורה/ספר בראשית/פרק לב/פסוק יב",הצילני נא מיד אחי מיד עשו כי ירא אנכי אתו פן יבוא והכני אם *על *בנים
"תנ""ך/תורה/ספר בראשית/פרק לב/פסוק כב",ותעבר המנחה *על *פניו והוא לן בלילה ההוא במחנה
"תנ""ך/תורה/ספר בראשית/פרק לב/פסוק לב",ויזרח לו השמש כאשר עבר את פנואל והוא צלע *על *ירכו
"תנ""ך/תורה/ספר בראשית/פרק לב/פסוק לג",*על *כן לא יאכלו בני ישראל את גיד הנשה אשר *על *כף הירך עד היום הזה כי נגע בכף ירך יעקב בגיד הנשה
"תנ""ך/תורה/ספר בראשית/פרק לג/פסוק א",וישא יעקב עיניו וירא והנה עשו בא ועמו ארבע מאות איש ויחץ את הילדים *על *לאה *ועל *רחל *ועל* שתי השפחות
